rank,car_id,id_segment,charger_connected,n_rows,anomaly_score,quantization_error,is_anomaly,volt_V_mean,current_A_mean,soc_pct_mean,avg_speed_kmh_mean,motor_rpm_mean,min_single_volt_V_mean,max_single_volt_V_mean,min_temp_C_mean,max_temp_C_mean,accelerator_pedal_pct_mean,brake_pedal_pct_mean,regenerative_braking_Ah_mean,actual_max_capacity_Ah_mean
19,EV_105,DR776635_7,0,128,0.9440346385147723,0.42168479557836686,True,345.111875,18.027734375,72.88109375,9.18359375,800.234375,4.2166328125,4.22153125,44.5359375,50.88125,9.125,68.103125,0.0011328125000000001,195.42
20,EV_109,DR214027_9,0,128,0.9440346385147723,0.31111368038014003,True,390.81609375,28.92265625,78.96828125,19.82578125,1760.8203125,4.026359375,4.0584140625,52.09640625,61.281171875,22.2890625,43.4296875,0.0028984375,180.22
21,EV_109,DR214027_6,0,128,0.9440346385147723,0.38641380974189393,True,377.6953125,35.5375,86.5334375,15.83359375,1282.6953125,3.9586015625,4.0791640625,47.77625,55.17609375,19.734375,42.859375,0.00171875,180.22
22,EV_109,DR568924_1,0,128,0.9440346385147723,0.40888387170759943,True,404.763421875,20.09296875,97.93765625,8.53125,816.40625,3.931,4.0445312499999995,50.794921875,58.175937499999996,12.9453125,54.70703125,0.0011640625,179.32
23,EV_109,DR568924_2,0,128,0.9440346385147723,0.44213022329995066,True,396.993828125,31.60859375,93.878359375,16.23203125,1305.2734375,3.906984375,4.0106171875,52.257734375,60.43328125,22.3046875,34.515625,0.0012109375,179.32
24,EV_105,DR776635_8,0,128,0.9440346385147723,0.4174345593395323,True,347.99109375,18.496875,72.40734375,8.265625,877.421875,4.2130625,4.2180625,45.824609375,52.987578125,9.21875,72.0953125,0.0005390625,195.42
25,EV_110,DR157642_9,0,128,0.9440346385147723,0.4068688415831617,True,395.86875,34.0265625,76.664296875,21.26171875,1827.34375,4.00171875,4.041015625,60.87375,64.379765625,19.515625,35.8203125,0.003140625,181.09
26,EV_109,DR568924_4,0,128,0.9440346385147723,0.38419218513147324,True,395.6886875,23.81171875,84.059140625,9.97265625,841.9921875,3.9920703125,4.00921875,57.3184765625,65.0,12.6015625,69.3515625,0.00034375,179.32
27,EV_105,DR776635_14,0,128,0.9440346385147723,0.4638285841643585,True,334.4346875,18.4890625,66.746484375,14.440625,882.6953125,4.158665625,4.1643687499999995,58.157890625,65.0,13.80078125,57.7109375,0.0007578125,195.42
28,EV_109,DR568924_6,0,128,0.9440346385147723,0.8854417490892789,True,377.761453125,12.40390625,74.25203125,1.3125,111.71875,4.00990625,4.0517109375,62.144765625,65.0,1.0546875,78.34375,0.000234375,179.32
29,EV_107,RC620279_7,1,128,0.914801490543283,0.6785609770004071,True,437.880203125,-51.8578125,77.0778125,0.0,0.0,4.3783593750000005,4.398515625,56.85625,58.86875,0.0,0.0,0.0,176.27
30,EV_109,RC318657_2,1,128,0.914801490543283,0.36627877374278317,True,422.9052734375,-1.13203125,100.0,0.0,0.0,4.303953125,4.3053515625,49.0671875,49.2078125,0.0,0.0,0.0,179.12
31,EV_109,RC872449_6,1,128,0.914801490543283,0.397488760284646,True,444.402265625,-1.13984375,95.179375,0.0,0.0,4.43740625,4.4418750000000005,47.68984375,48.4375,0.0,0.0,0.0,179.19
32,EV_104,RC451289_5,1,128,0.914801490543283,0.3780895076805771,True,434.99053125,-0.94609375,98.457265625,0.0,0.0,4.34184921875,4.34582890625,47.564609375,47.85234375,0.0,0.0,0.0,202.74
33,EV_103,RC565709_2,1,128,0.914801490543283,0.20468162478927596,True,424.948109375,-0.48750000000000004,100.0,0.0,0.0,4.28465625,4.2955703125,49.25390625,49.8671875,0.0,0.0,0.0,195.72
34,EV_102,RC402318_11,1,128,0.914801490543283,0.4112061187129363,True,428.0097578125,-3.9140625,82.54984375,0.0,0.0,4.1178828125,4.1337109375,39.903828125,40.388828125,0.0,0.0,0.0,193.57
35,EV_103,RC175776_2,1,128,0.914801490543283,0.21173502256069152,True,427.2367421875,-0.69609375,98.63015625,0.0,0.0,4.3587734375,4.3631640625,46.07890625,46.20234375,0.0,0.0,0.0,195.77
36,EV_104,RC223134_3,1,128,0.914801490543283,0.4981995044664482,True,433.6603046875,-1.36875,97.566484375,0.0,0.0,4.190578125,4.3119765625,55.206640625,55.394140625,0.0,0.0,0.0,202.74
37,EV_105,RC393303_5,1,128,0.914801490543283,0.25472832818673147,True,440.04759375,-0.65234375,96.586953125,0.0,0.0,4.4031484375,4.409203125,41.97265625,42.17265625,0.0,0.0,0.0,195.13
38,EV_105,RC558082_9,1,128,0.914801490543283,0.43073116478136425,True,444.9219921875,-4.26171875,84.53734375,0.0,0.0,4.1984078125,4.237915625,61.1978125,61.41109375,0.0,0.0,0.0,195.09
39,EV_108,RC542818_4,1,128,0.914801490543283,0.5357174057952192,True,432.8018671875,-0.36562500000000003,90.11328125,0.0,0.0,4.4084375,4.4107890625,58.4365625,58.64984375,0.0,0.0,0.0,182.02
40,EV_110,RC266002_5,1,128,0.914801490543283,0.4791170228269194,True,444.5492890625,-3.4125,80.655,0.0,0.0,4.44365,4.4488890625,54.6221875,56.461484375,0.0,0.0,0.0,181.09
41,EV_105,RC563200_2,1,128,0.914801490543283,0.8495268934334234,True,429.7748671875,-39.3125,96.733046875,0.0,0.0,4.2795234375,4.3154453125,44.85234375,45.15078125,0.0,0.0,0.0,194.98
42,EV_066,DR101229_5,0,128,0.910993321450467,0.5543520811572427,True,341.696875,179.74765625,84.09546875,102.0328125,7600.4296875,4.00734375,4.08515625,62.86875,64.81875,24.80859375,0.0,0.0,193.72
43,EV_106,DR471689_3,0,57,0.898539390623505,0.7804838945222481,True,339.78578947368425,102.61456140350877,67.54877192982457,38.9140350877193,1655.6140350877192,3.9900526315789473,4.014877192982456,40.093333333333334,48.01280701754386,18.035087719298247,36.526315789473685,0.0006666666666666666,172.93
44,EV_107,DR862144_1,0,256,0.898539390623505,0.5240072709074463,True,367.3341796875,52.806640625,87.84953125,31.15625,2727.34375,4.07454296875,4.11090625,39.1966796875,41.122578125,32.158203125,22.5,0.001765625,176.27
45,EV_107,DR862144_13,0,256,0.898539390623505,0.4910154771632171,True,348.64357421875,33.939453125,66.9651953125,22.148046875,1484.58984375,4.0545625,4.106453125,55.5185546875,59.251953125,22.8859375,30.65234375,0.0044453125,176.27
46,EV_107,DR862144_4,0,256,0.898539390623505,0.5998994535833655,True,341.287890625,53.751171875,82.609140625,51.649609375,2582.5078125,4.036640625,4.05244140625,45.5017578125,48.2003125,8.5546875,25.6484375,0.00159375,176.27
47,EV_107,DR862144_7,0,188,0.898539390623505,0.3253925279797589,True,383.2528723404255,33.4061170212766,82.795,17.676063829787232,1287.4202127659576,3.9721755319148935,3.9854106382978722,48.87670212765957,51.990531914893616,19.92287234042553,43.4468085106383,0.0030478723404255316,176.27
48,EV_107,DR862144_8,0,256,0.898539390623505,0.5319575953199984,True,382.517328125,26.7001953125,77.760078125,15.240234375,974.0234375,3.98872265625,4.0310429687500005,53.8294921875,56.754921875,15.82421875,57.26953125,0.00352734375,176.27
49,EV_110,DR157642_5,0,256,0.898539390623505,0.4841589377025002,True,359.725328125,29.482421875,70.1344140625,17.71171875,1684.375,3.93914453125,3.958265625,47.2753515625,50.6604296875,22.33984375,44.74609375,0.0016171875,181.09
50,EV_107,RC620279_3,1,128,0.8931420946671456,0.23852444566346545,True,419.2894140625,-169.98671875,53.09171875,0.0,0.0,4.41828125,4.4467187500000005,64.68375,65.0,0.0,0.0,0.0,176.27
51,EV_108,RC374996_3,1,128,0.8931420946671456,0.29980338879372426,True,443.768796875,-85.63125,66.723125,0.0,0.0,4.420078125,4.446875,64.838203125,65.0,0.0,0.0,0.0,168.27
52,EV_108,RC374996_2,1,128,0.8931420946671456,0.33516624790511135,True,420.4148359375,-184.95859375,43.7125,0.0,0.0,4.366171875,4.4437500000000005,58.516484375,64.588359375,0.0,0.0,0.0,168.27
53,EV_110,RC350963_2,1,128,0.8931420946671456,0.38995535990725094,True,435.7080234375,-38.5609375,76.390078125,0.0,0.0,4.3346328125,4.39325,60.64703125,61.08171875,0.0,0.0,0.0,181.09
54,EV_108,RC752927_2,1,128,0.8931420946671456,0.4598264975259883,True,396.90834375,-200.615625,41.617734375,0.0,0.0,4.14375,4.260078125,58.640078125,62.78828125,0.0,0.0,0.0,176.06
55,EV_107,RC620279_4,1,128,0.8931420946671456,0.2643131528931938,True,440.3444765625,-128.78515625,63.2325,0.0,0.0,4.4350000000000005,4.45,64.9984375,65.0,0.0,0.0,0.0,176.27
56,EV_108,RC752927_3,1,128,0.8931420946671456,0.23320206805662883,True,419.793015625,-143.57265625,54.577578125,0.0,0.0,4.42796875,4.45,64.73453125,65.0,0.0,0.0,0.0,176.06
57,EV_108,RC748437_3,1,128,0.8931420946671456,0.370686081982615,True,434.3234921875,-117.8390625,69.30796875,0.0,0.0,4.446203125,4.449921875,65.0,65.0,0.0,0.0,0.0,172.76
58,EV_106,RC372459_2,1,128,0.8931420946671456,0.35766988557796453,True,404.353546875,-141.8375,54.9771875,0.0,0.0,4.13140625,4.2015390625,56.917890625,62.71859375,0.0,0.0,0.0,169.5
59,EV_107,RC267703_2,1,128,0.8931420946671456,0.2152501460199154,True,413.50346875,-113.89453125,55.30953125,0.0,0.0,4.3266406250000005,4.39078125,62.587421875,64.980078125,0.0,0.0,0.0,176.27
60,EV_108,RC808961_3,1,128,0.8931420946671456,0.2229764002815037,True,431.072515625,-102.1421875,65.802109375,0.0,0.0,4.210953125,4.3228828125,56.164140625,65.0,0.0,0.0,0.0,166.96
61,EV_106,RC561349_3,1,128,0.8931420946671456,0.2761797304839833,True,429.906578125,-115.046875,66.60953125,0.0,0.0,4.404296875,4.4334375,64.994296875,65.0,0.0,0.0,0.0,165.67
62,EV_106,RC561349_2,1,128,0.8931420946671456,0.45180925627917595,True,398.7212421875,-172.8515625,44.829921875,0.0,0.0,4.2746875,4.340546875,61.45234375,64.014765625,0.0,0.0,0.0,165.67
63,EV_106,RC372459_3,1,128,0.8931420946671456,0.21834255350796053,True,433.9320234375,-65.85,73.654453125,0.0,0.0,4.28575,4.3648046875,64.932578125,65.0,0.0,0.0,0.0,169.5
64,EV_108,RC748437_2,1,128,0.8931420946671456,0.46271498345061,True,396.7169375,-208.9921875,43.0459375,0.0,0.0,4.211765625,4.286171875,64.26484375,64.9765625,0.0,0.0,0.0,172.76
65,EV_107,RC620279_2,1,128,0.8931420946671456,0.4793708956608055,True,395.033109375,-202.884375,39.7925,0.0,0.0,4.107578125,4.187734375,59.41265625,64.1234375,0.0,0.0,0.0,176.27
66,EV_109,RC872449_10,1,128,0.891897927110884,0.4254383923785678,True,431.2602109375,-0.484375,100.0,0.0,0.0,3.64046875,3.64246875,8.08515625,10.08359375,0.0,0.0,0.0,179.19
67,EV_103,RC565709_9,1,128,0.891897927110884,0.41914360426637404,True,397.7944296875,0.071875,100.0,0.0,0.0,3.1334765625,3.1435390625,10.759375,13.359375,0.0,0.0,0.0,195.72
68,EV_101,RC722912_10,1,128,0.891897927110884,0.5264353807967886,True,341.34940625,-1.3078125,100.0,0.0,0.0,3.004484375,3.019484375,10.2890625,10.8953125,0.0,0.0,0.0,186.45
69,EV_109,RC318657_6,1,128,0.891897927110884,0.37592889668417456,True,424.0021796875,-6.22265625,100.0,0.0,0.0,3.3891796875,3.3929140625,13.673046875,14.573046875,0.0,0.0,0.0,179.12
70,EV_101,RC722912_11,1,128,0.891897927110884,0.6159943166634235,True,328.3038671875,-0.4296875,100.0,0.0,0.0,2.887765625,2.90559375,28.288671875,29.933203125,0.0,0.0,0.0,186.45
71,EV_101,RC722912_8,1,128,0.891897927110884,0.2835951778567269,True,390.5536171875,-1.6734375000000001,100.0,0.0,0.0,3.2441953125,3.2542890625,9.62734375,10.62734375,0.0,0.0,0.0,186.45
72,EV_101,RC722912_6,1,128,0.891897927110884,0.42053742380848225,True,305.2129296875,-0.46406250000000004,100.0,0.0,0.0,3.5493515625,3.5515546875,15.8534375,15.9534375,0.0,0.0,0.0,186.45
73,EV_101,RC722912_5,1,128,0.891897927110884,0.38631737930436466,True,317.9129765625,-1.00078125,100.0,0.0,0.0,3.6554609375,3.657703125,18.824140625,18.924140625,0.0,0.0,0.0,186.45
74,EV_101,RC722912_4,1,128,0.891897927110884,0.39836910482954035,True,337.2476875,0.284375,100.0,0.0,0.0,3.79722109375,3.79922109375,23.94359375,24.04359375,0.0,0.0,0.0,186.45
75,EV_110,RC266002_11,1,128,0.891897927110884,0.3244103473576339,True,336.872890625,-1.3390625,100.0,0.0,0.0,3.72,3.722015625,12.78125,14.89375,0.0,0.0,0.0,181.09
76,EV_105,RC393303_11,1,128,0.891897927110884,0.269844800171314,True,391.1785625,-0.61875,100.0,0.0,0.0,3.41545703125,3.41716796875,17.81640625,19.51640625,0.0,0.0,0.0,195.13
77,EV_109,RC318657_4,1,128,0.891897927110884,0.3581230186528254,True,419.3105234375,-0.41484375,100.0,0.0,0.0,3.7007265625,3.7036171875,13.0578125,13.2578125,0.0,0.0,0.0,179.12
78,EV_108,RC542818_2,1,128,0.8411004367890558,0.19838563539480447,False,444.4136953125,-4.1015625,70.228671875,0.0,0.0,4.4121953125,4.44440625,62.455625,63.248984375,0.0,0.0,0.0,182.02
79,EV_107,RC620279_9,1,128,0.8411004367890558,0.09182838407741835,False,443.5406484375,-8.12890625,83.01078125,0.0,0.0,4.42359375,4.436640625,59.8796875,65.0,0.0,0.0,0.0,176.27
80,EV_108,RC386274_18,1,128,0.8411004367890558,0.2693534068258648,False,444.9054296875,-1.6703125,94.11359375,0.0,0.0,4.4481046875,4.44996875,63.156953125,63.285078125,0.0,0.0,0.0,183.46
81,EV_108,RC374996_4,1,128,0.8411004367890558,0.19760032633181435,False,444.648734375,-4.5171875,81.15015625,0.0,0.0,4.435625,4.4496875000000005,64.9984375,65.0,0.0,0.0,0.0,168.27
82,EV_107,RC620279_6,1,128,0.8411004367890558,0.08941883892848777,False,444.7505,-12.4046875,74.24484375,0.0,0.0,4.439140625,4.45,64.99765625,65.0,0.0,0.0,0.0,176.27
83,EV_107,RC620279_5,1,128,0.8411004367890558,0.15114689309884954,False,444.7692421875,-54.29140625,70.10015625,0.0,0.0,4.440234375,4.45,65.0,65.0,0.0,0.0,0.0,176.27
84,EV_107,RC620279_15,1,10,0.8411004367890558,0.20891817484668554,False,444.91970000000003,-1.6800000000000002,95.205,0.0,0.0,4.44,4.45,65.0,65.0,0.0,0.0,0.0,176.27
85,EV_107,RC620279_14,1,128,0.8411004367890558,0.196441735071346,False,444.8095078125,-2.075,94.33640625,0.0,0.0,4.44,4.45,65.0,65.0,0.0,0.0,0.0,176.27
86,EV_107,RC620279_12,1,128,0.8411004367890558,0.15618196162443593,False,444.7179453125,-3.115625,90.3084375,0.0,0.0,4.4328125,4.45,65.0,65.0,0.0,0.0,0.0,176.27
87,EV_107,RC620279_11,1,128,0.8411004367890558,0.13228947630298665,False,444.77721875,-3.0890625,88.220703125,0.0,0.0,4.42,4.45,64.2684375,65.0,0.0,0.0,0.0,176.27
88,EV_107,RC620279_10,1,128,0.8411004367890558,0.09675097331857778,False,444.4265546875,-9.36015625,85.505,0.0,0.0,4.419921875,4.4484375,62.507890625,65.0,0.0,0.0,0.0,176.27
89,EV_107,RC267703_4,1,128,0.8411004367890558,0.06767997056258057,False,444.473796875,-12.42109375,77.23140625,0.0,0.0,4.431171875,4.448125,64.996953125,65.0,0.0,0.0,0.0,176.27
90,EV_107,RC267703_3,1,128,0.8411004367890558,0.17639569595739557,False,437.9107265625,-45.64453125,72.671875,0.0,0.0,4.4330468750000005,4.45,64.99296875,65.0,0.0,0.0,0.0,176.27
91,EV_106,RC362689_7,1,128,0.8411004367890558,0.08953716515837232,False,444.8420703125,-10.0109375,76.807421875,0.0,0.0,4.4473984375,4.4491015625,63.469921875,64.371796875,0.0,0.0,0.0,173.9
92,EV_106,RC362689_6,1,128,0.8411004367890558,0.19709835134998768,False,444.9486796875,-14.484375,71.8475,0.0,0.0,4.3741171875000004,4.3848984375,59.1671875,60.614921875,0.0,0.0,0.0,173.9
93,EV_106,RC362689_5,1,126,0.8411004367890558,0.32643017086558246,False,444.9473015873016,-6.8087301587301585,68.66293650793651,0.0,0.0,4.206825396825397,4.219746031746031,54.34452380952381,55.831428571428575,0.0,0.0,0.0,173.9
94,EV_107,RC620279_13,1,128,0.8411004367890558,0.1715892862341346,False,444.3058671875,-3.25,92.62578125,0.0,0.0,4.43265625,4.446171875,64.8965625,64.926875,0.0,0.0,0.0,176.27
95,EV_108,RC542818_3,1,128,0.8411004367890558,0.19184738124178013,False,444.0454609375,-2.81171875,73.246640625,0.0,0.0,4.4231484375,4.4460625,62.714453125,63.066171875,0.0,0.0,0.0,182.02
96,EV_110,RC266002_3,1,128,0.8411004367890558,0.16296914409669921,False,444.397546875,-13.765625,74.040546875,0.0,0.0,4.44035078125,4.4473515625,63.905546875,63.972265625,0.0,0.0,0.0,181.09
97,EV_110,RC266002_2,1,128,0.8411004367890558,0.17827737345102984,False,444.14809375,-5.39453125,70.260390625,0.0,0.0,4.44002890625,4.4473,61.743828125,61.83765625,0.0,0.0,0.0,181.09
98,EV_108,RC752927_4,1,128,0.8411004367890558,0.25189946829747545,False,440.0446875,-97.09453125,61.86328125,0.0,0.0,4.4365625,4.44984375,64.99765625,65.0,0.0,0.0,0.0,176.06
99,EV_108,RC808961_4,1,128,0.8411004367890558,0.26660891426427785,False,444.639765625,-44.17578125,81.016640625,0.0,0.0,4.34228125,4.44740625,59.557265625,65.0,0.0,0.0,0.0,166.96
100,EV_105,RC558082_21,1,128,0.8301027796022493,0.8237032170343979,False,376.3459609375,-11.10859375,99.94953125,0.0,0.0,3.8183203125,3.84759375,34.07109375,39.3671875,0.0,0.0,0.0,195.09
101,EV_106,RC362689_8,1,128,0.8301027796022493,0.8339548707719099,False,436.375765625,-4.38515625,79.918515625,0.0,0.0,4.2688203125,4.27309375,57.1241015625,57.598828125,0.0,0.0,0.0,173.9
102,EV_106,RC545024_13,1,128,0.8301027796022493,0.7350776174515765,False,411.34918749999997,-8.39765625,91.7734375,0.0,0.0,4.13064453125,4.1515234375,44.65078125,46.97453125,0.0,0.0,0.0,173.9
103,EV_101,RC582682_6,1,128,0.8301027796022493,0.535046829376012,False,434.407625,-14.46796875,79.66171875,0.0,0.0,4.016240625,4.04192578125,42.838125,44.841015625,0.0,0.0,0.0,186.34
104,EV_108,RC386274_6,1,128,0.8301027796022493,0.3676834059888258,False,415.720734375,-23.01875,70.463828125,0.0,0.0,4.1381234375,4.16328125,42.68015625,47.739609375,0.0,0.0,0.0,183.46
105,EV_103,RC565709_7,1,128,0.8292707432375837,0.3558540554516863,False,424.910203125,0.596875,100.0,0.0,0.0,3.384578125,3.39509375,20.1125,22.36640625,0.0,0.0,0.0,195.72
106,EV_101,RC722912_15,1,128,0.8292707432375837,0.2783111848587536,False,402.664171875,-3.9671875,100.0,0.0,0.0,3.741421875,3.750765625,18.846875,21.709375,0.0,0.0,0.0,186.45
107,EV_105,RC393303_10,1,128,0.8292707432375837,0.34162851067470745,False,401.0656484375,-0.81875,100.0,0.0,0.0,3.4797265625,3.485546875,16.428125,17.74140625,0.0,0.0,0.0,195.13
108,EV_103,RC565709_4,1,128,0.8292707432375837,0.2719268975577988,False,405.1133515625,-0.93203125,100.0,0.0,0.0,3.9979765625,4.0079765625,17.728125,18.9046875,0.0,0.0,0.0,195.72
109,EV_104,RC451289_9,1,128,0.8292707432375837,0.37201474436355114,False,397.42346875,-2.70859375,100.0,0.0,0.0,3.99953125,4.000203125,21.7078125,24.8,0.0,0.0,0.0,202.74
110,EV_105,RC393303_7,1,128,0.8292707432375837,0.28812803367674406,False,393.426609375,-0.57734375,100.0,0.0,0.0,3.9498125,3.9534765625,15.9134375,16.5884375,0.0,0.0,0.0,195.13
111,EV_104,DR650597_7,0,128,0.8180397401753673,0.38412274177642297,False,363.7230859375,99.53046875,87.415234375,107.90625,7265.7109375,4.0513984375,4.1312734375,62.0553125,62.7215625,46.921875,2.0234375,0.0065625,202.74
112,EV_105,DR692730_7,0,128,0.8180397401753673,0.3203170623426633,False,351.293390625,116.33984375,81.977890625,109.7859375,4950.171875,3.6101953125,4.171765625,56.597265625,57.35984375,47.86328125,1.3671875,0.004765625,195.09
113,EV_102,DR315489_1,0,128,0.8180397401753673,0.45263511147867264,False,421.89760156250003,115.85625,92.484140625,104.4453125,4177.8125,4.34496875,4.4195,62.141640625,62.46390625,52.84765625,0.6015625,0.001484375,193.48
114,EV_104,DR422821_8,0,128,0.8180397401753673,0.22564120307198923,False,361.752,102.740625,84.3746875,108.7171875,4348.6875,4.052328125,4.163890625,60.444765625,61.5184375,44.8390625,0.953125,0.0025,202.74
115,EV_104,DR667059_2,0,128,0.8180397401753673,0.3419831623016337,False,342.486890625,108.66328125,88.273203125,109.72578125,4779.1171875,3.7948749999999998,3.990296875,62.210546875,62.70703125,43.84375,1.3359375,0.0048046875,202.74
116,EV_103,DR173144_13,0,128,0.8180397401753673,0.24871800234248592,False,368.6107265625,117.684375,77.18765625,109.1625,5458.515625,4.091765625,4.16359375,60.01515625,61.713984375,53.59375,1.0546875,0.0021875,195.72
117,EV_104,DR667059_1,0,128,0.8180397401753673,0.29744459946066876,False,374.226328125,98.121875,95.1225,111.29921875,4834.6875,3.8463203125,4.0049453125,49.1640625,50.13203125,51.765625,0.515625,0.00140625,202.74
118,EV_104,DR650597_8,0,128,0.8180397401753673,0.4418341565360472,False,326.714140625,137.53046875,84.89625,118.675,8049.6875,3.98984375,4.17321875,55.197265625,58.795703125,54.109375,0.640625,0.002109375,202.74
119,EV_102,DR315489_2,0,128,0.8180397401753673,0.26561541692327223,False,365.2336875,130.10703125,89.168203125,112.703125,4508.125,4.2483203125,4.444,55.182734375,57.955,50.5,1.0078125,0.003046875,193.48
120,EV_104,DR239202_1,0,128,0.8180397401753673,0.31118071861413626,False,363.7643828125,106.2234375,91.33078125,108.14921875,4325.96875,3.8947656250000002,4.0559296875,57.2203125,58.957421875,52.41796875,1.515625,0.004765625,202.74
121,EV_102,DR454207_1,0,128,0.8180397401753673,0.5100988385642464,False,350.617375,111.12421875,96.61882812500001,109.47421875,4744.515625,4.3208359375,4.4193203125,61.326015625,62.815234375,54.5,2.9609375,0.00765625,193.65
122,EV_105,DR314668_4,0,128,0.8180397401753673,0.20794537611782324,False,363.9408203125,98.83515625,94.249453125,108.07109375,4322.828125,4.045171875,4.1632421875,50.7621875,52.356875,50.09765625,0.765625,0.003125,194.98
123,EV_104,DR667059_7,0,128,0.8180397401753673,0.40592289979118507,False,371.945921875,100.19140625,75.17625,101.63203125,5940.8203125,4.011203125,4.14859375,59.192578125,59.815234375,46.8515625,1.7890625,0.0048828125,202.74
124,EV_102,RC207535_3,1,128,0.8164464823730212,0.37524320351596513,False,412.7917265625,-109.08515625,100.0,0.0,0.0,3.4808046875,3.542671875,38.5721875,41.2878125,0.0,0.0,0.0,193.73
125,EV_102,RC994147_3,1,128,0.8164464823730212,0.4282008849151032,False,417.9455234375,-49.83046875,100.0,0.0,0.0,3.6591953125,3.7214296875,39.4984375,44.208984375,0.0,0.0,0.0,193.8
